Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings About,SR,21,SRSPEC,Specimen Type,Char,C78734,,,Record Qualifier,"Defines the types of specimen used for a measurement. E.g., SKIN.",Perm
Findings About,SR,22,SRLOC,Location used for Measurement,Char,C74456,,,Record Qualifier,Location relevant to the collection of the measurement.,Perm
Findings About,SR,23,SRLAT,Laterality,Char,C99073,,,Result Qualifier,"Qualifier for anatomical location further detailing laterality of intervention administration. Examples: RIGHT, LEFT, BILATERAL",Perm
Findings About,SR,24,SRMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of test or examination (ELISA, EIA Microneutralization, PRNT (Plaque Reduction Neutralization Tests)",Perm
Findings About,SR,25,SREVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of person who provided evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR",Perm
Findings About,SR,26,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting",Exp
Findings About,SR,27,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY,Perm
Findings About,SR,28,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings About,SR,29,SRDTC,Date/Time of Collection,Char,,,ISO 8601,Timing,Collection date and time of an observation represented in ISO 8601,Exp
Findings About,SR,30,SRDY,Study Day of Visit/Collection/Exam,Num,,,,Timing,Actual study day of visit/collection/exam expressed in integer days relative to sponsor- defined RFSTDTC in Demographics,Perm
Findings About,SR,31,SRTPT,Planned Time Point Name,Char,,,,Timing,1. Text Description of time when measurement should be taken.,Perm
Findings About,SR,32,SRTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of SRTPT to aid in sorting.,Perm
Findings About,SR,33,SRELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601) relative to a fixed time point reference (SRTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by EGTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by SRTPTREF.",Perm
Findings About,SR,34,SRTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by SRELTM, SRTPTNUM, and SRTPT. Example: INTRADERMAL INJECTION.",Perm
Findings About,SR,35,SRRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/time of the reference time point, SRTPTREF.",Perm
Trial Design,TA,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TA,2,DOMAIN,Domain Abbreviation,Char,,TA,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TA,3,ARMCD,Planned Arm Code,Char,,,,Topic,"ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than that for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven-period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20.",Req
Trial Design,TA,4,ARM,Description of Planned Arm,Char,,,,Synonym Qualifier,Name given to an Arm or treatment group.,Req
Trial Design,TA,5,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the order of the Element within the Arm.,Req
Trial Design,TA,6,ETCD,Element Code,Char,,,,Record Qualifier,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",Req
Trial Design,TA,7,ELEMENT,Description of Element,Char,,,,Synonym Qualifier,The name of the Element. The same Element may occur more than once within an Arm.,Perm
Trial Design,TA,8,TABRANCH,Branch,Char,,,,Rule,"Condition subject met, at a ""branch"" in the trial design at the end of this Element, to be included in this Arm; (e.g., randomization to DRUG X).",Exp
Trial Design,TA,9,TATRANS,Transition Rule,Char,,,,Rule,"If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).",Exp
Trial Design,TA,10,EPOCH,Epoch,Char,C99079,,,Timing,Name of the Trial Epoch with which this Element of the Arm is associated.,Req
Trial Design,TE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TE,2,DOMAIN,Domain Abbreviation,Char,,TE,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TE,3,ETCD,Element Code,Char,,,,Topic,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",Req
Trial Design,TE,4,ELEMENT,Description of Element,Char,,,,Synonym Qualifier,The name of the Element.,Req
Trial Design,TE,5,TESTRL,Rule for Start of Element,Char,,,,Rule,Expresses rule for beginning Element.,Req
Trial Design,TE,6,TEENRL,Rule for End of Element,Char,,,,Rule,Expresses rule for ending Element. Either TEENRL or TEDUR must be present for each Element.,Perm
Trial Design,TE,7,TEDUR,Planned Duration of Element,Char,,,ISO 8601,Timing,Planned Duration of Element in ISO 8601 format. Used when the rule for ending the Element is applied after a fixed duration.,Perm
Trial Design,TV,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TV,2,DOMAIN,Domain Abbreviation,Char,,TV,,Identifier,Two-character abbreviation for the domain,Req
Trial Design,TV,3,VISITNUM,Visit Number,Num,,,,Topic,"1. Clinical encounter number 2. Numeric version of VISIT, used for sorting.",Req
Trial Design,TV,4,VISIT,Visit Name,Char,,,,Synonym Qualifier,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY as a text description of the clinical encounter.,Perm
Trial Design,TV,5,VISITDY,Planned Study Day of Visit,Num,,,,Timing,"1. Planned study day of VISIT. 2. Due to its sequential nature, used for sorting",Perm
Trial Design,TV,6,ARMCD,Planned Arm Code,Char,,,,Record Qualifier,"1.ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven-period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20. 2. If the timing of Visits for a trial does not depend on which ARM a subject is in, then ARMCD should be null.",Exp
Trial Design,TV,7,ARM,Description of Planned Arm,Char,,,,Synonym Qualifier,"1.ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven-period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20. 2. If the timing of Visits for a trial does not depend on which ARM a subject is in, then ARMCD should be null.",Perm
Trial Design,TV,8,TVSTRL,Visit Start Rule,Char,,,,Rule,"Rule describing when the Visit starts, in relation to the sequence of Elements.",Req
Trial Design,TV,9,TVENRL,Visit End Rule,Char,,,,Rule,"Rule describing when the Visit ends, in relation to the sequence of Elements.",Perm
Trial Design,TD,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TD,2,DOMAIN,Domain Abbreviation,Char,,TD,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TD,3,TDORDER,Sequence of Planned Assessment Schedule,Num,,,,Timing,A number given to ensure ordinal sequencing of the planned assessment schedules within a trial.,Req
Trial Design,TD,4,TDANCVAR,Anchor Variable Name,Char,,,,Timing,A reference to the date variable name that provides the start point from which the planned disease assessment schedule is measured. This must be a referenced from the ADaM ADSL dataset e.g. ANCH1DT. Note: TDANCVAR will contain the name of a reference date variable.,Req
Trial Design,TD,5,TDSTOFF,Offset from the Anchor,Char,,,ISO 8601,Timing,A fixed offset from the date provided by the variable referenced in TDANCVAR. This is used when the timing of planned cycles does not start on the exact day referenced in the variable indicated in TDANCVAR. The value of this variable will be either zero or a positive value and will be represented in ISO 8601 character format.,Req
Trial Design,TD,6,TDTGTPAI,Planned Assessment Interval,Char,,,ISO 8601,Timing,The planned interval between disease assessments represented in ISO 8601 character format.,Req
Trial Design,TD,7,TDMINPAI,Planned Assessment Interval Minimum,Char,,,ISO 8601,Timing,The lower limit of the allowed range for the planned interval between disease assessments represented in ISO 8601 character format.,Req
Trial Design,TD,8,TDMAXPAI,Planned Assessment Interval Maximum,Char,,,ISO 8601,Timing,The upper limit of the allowed range for the planned interval between disease assessments represented in ISO 8601 character format.,Req
Trial Design,TD,9,TDNUMRPT,Maximum Number of Actual Assessments,Num,,,,Record Qualifier,"This variable must represent the maximum number of actual assessments for the analysis that this disease assessment schedule describes. In a trial where the maximum number of assessments is not defined explicitly in the protocol (e.g. assessments occur until death) TDNUMRPT should represent the maximum number of disease assessments that support the efficacy analysis, encountered by any subject across the trial at that point in time.",Req
Trial Design,TI,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TI,2,DOMAIN,Domain Abbreviation,Char,,TI,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TI,3,IETESTCD,Incl/Excl Criterion Short Name e,Char,,,,Topic,"Short name IETEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in IETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). IETESTCD cannot contain characters other than letters, numbers, or underscores. The prefix ""IE"" is used to ensure consistency with the IE domain.",Req
Trial Design,TI,4,IETEST,Inclusion/Exclusion Criterion,Char,,,,Synonym Qualifier,"Full text of the inclusion or exclusion criterion. The prefix ""IE"" is used to ensure consistency with the IE domain.",Req
Trial Design,TI,5,IECAT,Inclusion/Exclusion Category,Char,C66797,,,Grouping Qualifier,Used for categorization of the inclusion or exclusion criteria.,Req
Trial Design,TI,6,IESCAT,Inclusion/Exclusion Subcategory,Char,,,,Grouping Qualifier,"A further categorization of the exception criterion. Can be used to distinguish criteria for a sub-study or for to categorize as a major or minor exceptions. Examples: MAJOR, MINOR.",Perm
Trial Design,TI,7,TIRL,Inclusion/Exclusion Criterion Rule,Char,,,,Rule,Rule that expresses the criterion in computer-executable form (see assumption 4 below).,Perm
Trial Design,TI,8,TIVERS,Protocol Criteria Versions,Char,,,,Record Qualifier,The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.,Perm
